"<p>&bull; Loose fit. <br />&bull; Reflectivity. <br />&bull; Flat seams. <br />&bull; Machine wash/dry.<br />&bull; Deep pink jacket with front panel rouching</p>\"",,
WS12-XL-Orange,Radiant Tee-XL-Orange,"<p>So light and comfy, you'll love the Radiant Tee's organic fabric, feel, performance and style. You may never want to stop moving in this shirt.</p>"
<p>&bull; Salmon soft scoop neck tee.<br />&bull; Athletic,tees-women,
MH07-XS-Black,Hero Hoodie-XS-Black,"<p>Gray and black color blocking sets you apart as the Hero Hoodie keeps you warm on the bus, campus or cold mean streets. Slanted outsize front pockets keep your style real . . . convenient.</p>"
"<p>&bull; Full-zip gray and black hoodie.<br />&bull; Ribbed hem.<br />&bull; Standard fit.<br />&bull; Drawcord hood cinch.<br />&bull; Water-resistant coating.</p>\"",,
MS10-L-Black,Logan  HeatTec&reg; Tee-L-Black,"<p>Soft and lightweight, the Logan HeatTec&reg; Tee gets you through the long haul in total comfort. It boasts superior sweat-wicking performance to keep skin dry and cool, and strategic flat-lock seams to resist chafing.</p>"
"<p>&bull; Semi-fitted. <br />&bull; Crew neckline. <br />&bull; Machine wash/tumble dry.</p>\"",,
MS05-M-Purple,Helios EverCool&trade; Tee-M-Purple,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>"
"<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>\"",,
MJ07,Orion Two-Tone Fitted Jacket,"<p>While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.</p>"
"<p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>\"",,
WH07-M-Purple,Phoebe Zipper Sweatshirt-M-Purple,<p>A sophisticated layer of warmth awaits you in our full-zip sweatshirt jacket. You'll reach for this one in any season to enjoy its sturdy exterior and plush interior.</p>
"<p>&bull; Gray full zip hoodie with yellow detail.<br />&bull; Hand-warmer pockets. <br />&bull; Zip MP3 pocket with outlet for earphones wire. <br />&bull; Polyester/cotton. <br />&bull; Washable.</p>\"",,
WJ05-XS-Red,Riona Full Zip Jacket-XS-Red,"<p>The Riona Basic Zip Jacket makes the perfect extra layer for cold-weather workouts. It features amazing breathability and moisture management, but full-length zipper lets you moderate your core temperature even more.</p>"
<p>&bull; Brown heather full zip rouched jacket.<br />&bull; Side hand pockets for extra storage.<br />&bull; High collar.<br />&bull; Thick cuffs for extra coverage.<br />&bull; Durable,jackets-women,
MSH10-34-Purple,Sol Active Short-34-Purple,"<p>You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.</p>"
<p>&bull; Light blue jersey shorts with mesh detail.<br />&bull; 87% Spandex 13% Lycra.<br />&bull; Machine wash cold,shorts-men,
MT01-XS-Gray,Erikssen CoolTech&trade; Fitness Tank-XS-Gray,"<p>A good running tank helps make the miles pass by keep you cool. The Erikssen CoolTech&trade; Fitness Tank completes that mission, with performance fabric engineered to wick perspiration and promote airflow.</p>"
"<p>&bull; Red performance tank.<br />&bull; Slight scoop neckline. <br />&bull; Reflectivity. <br />&bull; Machine wash/dry.</p>\"",,
WH11-XL-Orange,Eos V-Neck Hoodie-XL-Orange,<p>Getting chilly before class starts? Wear the Eos on your way to and from yoga for a cute and cozy warmup piece. Reach for its reliable comfort and enjoy a super-soft blend of fabrics finished in sporty style that includes a hidden kangaroo pocket.</p>
"<p>Semi-fitted. <br />Long-Sleeve. <br />Machine wash/line dry.</p>\"",,
MH06-XL-Black,Stark Fundamental Hoodie-XL-Black,"<p>You don't need bells and whistles when performance speaks for itself. The full-zip Stark Fundamental Hoodie give just what you need. Hood and fleece lining keep you warm, while breathable fabric and wicking technology won't let you overheat.</p>"
<p>&bull; Navy specked full zip hoodie.<br />&bull; Ribbed cuffs,hoodies-and-sweatshirts-men,
WH12-L-Gray,Circe Hooded Ice Fleece-L-Gray,"<p>Keep shivers at bay with the Circe Hooded Ice Fleece. Ultra-thick, high-pile fleece traps your body heat and keeps cold outside. The drawstring hood and ribbed details add extra coziness and touches of classic style. Its relaxed fit is loose enough to layer comfortably over your shirt.</p>"
"<p>Full-zip front. <br />Three-panel hood. <br />Flatlock seams throughout. <br />Welt hand pockets. <br />Machine wash/dry.</p>\"",,
WS07-M-Yellow,Juliana Short-Sleeve Tee-M-Yellow,"<p>The Juliana Short-Sleeve Tee gives you more than sporty style. Consider that its soft Cocona&reg; polyester fabric accelerates evaporation to help keep you dry and comfortable, too. And a selection of colors lets you get more than one.</p>"
"<p>&bull; Black scoop neck tee.<br />&bull; Side rouching.<br />&bull; Relaxed fit.</p>\"",,
MH11-L-White,Grayson Crewneck Sweatshirt -L-White,"<p>The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.</p>"
"<p>&bull; Cream crewneck sweatshirt with black accents.<br />&bull; 80% cotton/20% polyester fleece. <br />&bull; Patterned knit hood lining. <br />&bull; Knit cuffs and waist. <br />&bull; Pouch pocket. <br />&bull; Curl edged seam detail</p>\"",,
WJ02-S-Blue,Josie Yoga Jacket-S-Blue,"<p>When your near future includes yoga, the cozy comfort of the Josie Yoga Jacket gets your mind and body ready. Stretchy CoolTech&trade; fabric with zipper pockets makes this jacket the right gear for studio time or teatime after.</p>"
"<p>&bull; Slate rouched neck pullover.<br />&bull; Moisture-wicking fabric.<br />&bull; Hidden zipper.<br />&bull; Mesh armpit venting.<br />&bull; Dropped rear hem.</p>\"",,
WT07,Maya Tunic,"<p>With abutted seams and moisture wicking capacity, the Maya Tunic lets you work out in complete comfort.</p>"
"<p>&bull; Mint green heather tunic-style tank. <br />&bull; Wrapped back with cut out detail.<br />&bull; Drawcord detail at end.<br />&bull; Abutted seams.</p>\"",,
MT02-M-Gray,Tristan Endurance Tank-M-Gray,"<p>Push yourself through punishing runs, plyometric workouts, intense competition and more in our athletic Tristan Endurance Tank. Constructed with built-in moisture-wicking technology, it's designed to keep you completely cool and dry on the long haul.</p>"
"<p>&bull; White performance tank.<br />&bull; Stylish contrast stitching. <br />&bull; Relaxed fit. <br />&bull; Ribbed crew neckline. <br />&bull; Machine wash/dry.</p>\"",,
MP10-34-Green,Orestes Yoga Pant -34-Green,<p>The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.</p>
"<p>&bull; A yoga essential.<br />&bull; Breathable stretch organic cotton/spandex.<br />&bull; Standard Fit.</p>\"",,
WJ05-S-Green,Riona Full Zip Jacket-S-Green,"<p>The Riona Basic Zip Jacket makes the perfect extra layer for cold-weather workouts. It features amazing breathability and moisture management, but full-length zipper lets you moderate your core temperature even more.</p>"
<p>&bull; Brown heather full zip rouched jacket.<br />&bull; Side hand pockets for extra storage.<br />&bull; High collar.<br />&bull; Thick cuffs for extra coverage.<br />&bull; Durable,jackets-women,
WP07-29-Orange,Aeon Capri-29-Orange,"<p>Reach for the stars and beyond in these Aeon Capri pant. With a soft, comfortable feel and moisture wicking fabric, these duo-tone leggings are easy to wear -- and wear attractively.</p>"
<p>&bull; Black capris with teal accents.<br />&bull; Thick,pants-women,
WS11-XS-Yellow,Diva Gym Tee-XS-Yellow,"<p>The Diva Gym Tee feels like your favorite right out of the mailbox. Micro-sleeved, lightweight and extra comfortable, it's a casual staple that hides incredible comfort behind a laid-back, carefree look.</p>"
"<p>&bull; Bright yellow v-neck tee.<br />&bull; Moisture-wicking fabric. <br />&bull; Long-Sleeves. <br />&bull; Machine wash/line dry.</p>\"",,
MH01-XS-Gray,Chaz Kangeroo Hoodie-XS-Gray,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>"
"<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>\"",,
MH07-M-Black,Hero Hoodie-M-Black,"<p>Gray and black color blocking sets you apart as the Hero Hoodie keeps you warm on the bus, campus or cold mean streets. Slanted outsize front pockets keep your style real . . . convenient.</p>"
"<p>&bull; Full-zip gray and black hoodie.<br />&bull; Ribbed hem.<br />&bull; Standard fit.<br />&bull; Drawcord hood cinch.<br />&bull; Water-resistant coating.</p>\"",,
MH09-XS-Blue,Abominable Hoodie-XS-Blue,"<p>It took CoolTech&trade; weather apparel know-how and lots of wind-resistant fabric to get the Abominable Hoodie just right. It's aggressively warm when it needs to be, while maintaining your comfort in milder climes.</p>"
"<p>&bull; Blue heather hoodie.<br />&bull; Relaxed fit. <br />&bull; Moisture-wicking. <br />&bull; Machine wash/dry.</p>\"",,
MH10-L-Blue,Mach Street Sweatshirt -L-Blue,"<p>From hard streets to asphalt track, the Mach Street Sweatshirt holds up to wear and wind and rain. An infusion of performance and stylish comfort, with moisture-wicking LumaTech&trade; fabric, it's bound to become an everyday part of your active lifestyle</p>"
<p>&bull; Navy heather crewneck sweatshirt.<br />&bull; LumaTech&trade; moisture-wicking fabric.<br />&bull; Antimicrobial,hoodies-and-sweatshirts-men,
MS08-S-Blue,Strike Endurance Tee-S-Blue,"<p>While grit and purpose keep you going, it helps to have a little extra comfort, too. Our Strike Long-Sleeve Endurance Tee helps ensures a photo-ready finish with advanced sweat-wicking technology for a cool, dry feel.</p>"
"<p>&bull; Loose fit. <br />&bull; Ribbed cuffs/collar. <br />&bull; Machine wash/dry.</p>\"",,
WB03-S-Green,Celeste Sports Bra-S-Green,"<p>Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.</p>"
"<p>&bull; Mint bra top. <br />&bull; Seam-free interior molded cups<br />&bull; Odor control. <br />&bull; UV protection. <br />&bull; Machine wash/dry.</p>\"",,
MT08-XS-Green,Sparta Gym Tank-XS-Green,"<p>The high performance Sparta Gym Tank is made with thin, light, merino wool and aims to be the perfect base layer or balmy weather running and fitness top.</p>"
"<p>&bull; Green polyester tank.<br />&bull; Ultra lightweight.<br />&bull; Naturally odor-resistant.<br />&bull; Close-to-body athletic fit.<br />&bull; Chafe-resistant flatlock seams.</p>\"",,
MSH10-36-Purple,Sol Active Short-36-Purple,"<p>You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.</p>"
<p>&bull; Light blue jersey shorts with mesh detail.<br />&bull; 87% Spandex 13% Lycra.<br />&bull; Machine wash cold,shorts-men,
MP05-34-Black,Kratos Gym Pant-34-Black,"<p>Like it's namesake god of strength, the Kratos Gym Pant help you bring your best to bear on weight-based, plyometric and endurance exercise. They stretch and support in all the right places while ultra-light construction and moisture-wicking technology provide comfort.</p>"
"<p>&bull; Navy cotton straight leg pants.<br />&bull; Relaxed fit. <br />&bull; 2 side-seam pockets. <br />&bull; Internal zip pocket. <br />&bull; Drawstring waist. <br />&bull; Machine wash/dry.</p>\"",,
MSH04-33-Yellow,Torque Power Short-33-Yellow,"<p>Take a turn in the Torque Power Short and enjoy the smooth, motion-friendly stretch and sweat-wicking, UV-protective material. You'll stay cool, dry and energized miles later.</p>"
"<p>&bull; Light gray shorts.<br />&bull; Fitted design. <br />&bull; Elastic waistband. <br />&bull; Flat-seam construction. <br />&bull; 7\\" inseam. <br />&bull; Machine wash/dry.</p>\"",,
WP13-28-Blue,Portia Capri-28-Blue,"<p>From yoga at dawn to evenings curled up with a book, our Portia Capri gives you the comfort and freedom to cruise through the day. The high-waisted design keeps you covered while you're bending and stretching, while contrast stripes promise a dash of sporty style.</p>"
<p>&bull; Salmon heather capri sweats.<br />&bull; Relaxed fit,pants-women,
WH04-M-Purple,Miko Pullover Hoodie-M-Purple,"<p>After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You'll find it's fashionable enough for the streets, but comfy enough to relax in at home.</p>"
"<p>&bull; Teal two-tone hoodie.<br />&bull; Low scoop neckline.<br />&bull; Adjustable hood drawstrings.<br />&bull; Longer rounded hemline for extra back coverage.<br />&bull; Long-Sleeve style.</p>\"",,
MH04-L-Green,Frankie  Sweatshirt-L-Green,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p>
"<p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>\"",,
WH03,Autumn Pullie,"<p>With ultra-soft fleece fabric and an athletic design, our short-sleeve Autumn Pullie delivers a comfortable fit that makes it an everyday essential. A luxurious roll neck protects you from elements.</p>"
"<p>&bull; Cayenne Short-Sleeve roll neck sweatshirt. <br />&bull; Relaxed fit. <br />&bull; Short-Sleeves. <br />&bull; Machine wash/dry.</p>\"",,
MP02-34-Red,Viktor LumaTech&trade; Pant-34-Red,"<p>You'll love the new Viktor LumaTech&trade; Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.</p>"
"<p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>\"",,
WS07-M-Black,Juliana Short-Sleeve Tee-M-Black,"<p>The Juliana Short-Sleeve Tee gives you more than sporty style. Consider that its soft Cocona&reg; polyester fabric accelerates evaporation to help keep you dry and comfortable, too. And a selection of colors lets you get more than one.</p>"
"<p>&bull; Black scoop neck tee.<br />&bull; Side rouching.<br />&bull; Relaxed fit.</p>\"",,
MT03-S-Yellow,Primo Endurance Tank-S-Yellow,"<p>Chances are your workout goes beyond free weights, which is why the Primo Endurance Tank employs maximum versatility. Run, lift or play ball &ndash; this breathable mesh top will keep you cool during all your activities.</p>"
"<p>&bull; Red heather tank with gray pocket.<br />&bull; Chafe-resistant flatlock seams. <br />&bull; Relaxed fit. <br />&bull; Contrast topstitching.<br />&bull; Machine wash/dry.</p>\"",,
WH03-M-Red,Autumn Pullie-M-Red,"<p>With ultra-soft fleece fabric and an athletic design, our short-sleeve Autumn Pullie delivers a comfortable fit that makes it an everyday essential. A luxurious roll neck protects you from elements.</p>"
"<p>&bull; Cayenne Short-Sleeve roll neck sweatshirt. <br />&bull; Relaxed fit. <br />&bull; Short-Sleeves. <br />&bull; Machine wash/dry.</p>\"",,
MP04-33-Green,Supernova Sport Pant-33-Green,<p>Turn the corner and open it up -- your driveway is two blocks away. The Supernova Sport Pant gets you there with key features like moisture-wicking LumaTech&trade; fabric and mesh ventilation. Side seam pockets ensure total convenience during rest periods.</p>
"<p>&bull; Dark heather gray straight leg cotton pants.<br />&bull; Relaxed fit. <br />&bull; Internal drawstring. <br />&bull; Machine wash/dry.</p>\"",,
MH08-M-Red,Oslo Trek Hoodie-M-Red,"<p>Chilly weather is just an excuse to throw on your toasty, handsome new Oslo Trek Hoodie. It features an adjustable drawstring hood and a kangaroo pocket for extra hand warmth. The ultra-soft, cozy lining will have you wishing for more brisk days.</p>"
"<p>&bull; Brown hoodie with black detail.<br />&bull; Pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Machine wash/dry.</p>\"",,
MS04-S-Red,Gobi HeatTec&reg; Tee-S-Red,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>"
"<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>\"",,
WS07-XL-White,Juliana Short-Sleeve Tee-XL-White,"<p>The Juliana Short-Sleeve Tee gives you more than sporty style. Consider that its soft Cocona&reg; polyester fabric accelerates evaporation to help keep you dry and comfortable, too. And a selection of colors lets you get more than one.</p>"
"<p>&bull; Black scoop neck tee.<br />&bull; Side rouching.<br />&bull; Relaxed fit.</p>\"",,
24-WG081-blue,Sprite Stasis Ball 55 cm,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>"
<ul>,,
<li>Durable,,
<li>Hand pump included.</li>,,
"</ul>\"",24-WG080,
MJ09,Taurus Elements Shell,"<p>What's a little rain or snow when you're inside the Taurus Elements Shell? This specially engineered Cocona&reg; jacket lets you enjoy the great outdoors and brave the elements, thanks to the all-waterproof, breathable exterior.</p>"
<p>&bull; Yellow 1/4 zip pullover. <br />&bull; Two chest pockets.<br />&bull; Standard fit. <br />&bull; Waterproof,"seam sealed. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>\"",
MJ03-S-Green,Montana Wind Jacket-S-Green,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p>"
"<p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>\"",,
WJ02-XL-Blue,Josie Yoga Jacket-XL-Blue,"<p>When your near future includes yoga, the cozy comfort of the Josie Yoga Jacket gets your mind and body ready. Stretchy CoolTech&trade; fabric with zipper pockets makes this jacket the right gear for studio time or teatime after.</p>"
"<p>&bull; Slate rouched neck pullover.<br />&bull; Moisture-wicking fabric.<br />&bull; Hidden zipper.<br />&bull; Mesh armpit venting.<br />&bull; Dropped rear hem.</p>\"",,
MP10-33-Black,Orestes Yoga Pant -33-Black,<p>The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.</p>
"<p>&bull; A yoga essential.<br />&bull; Breathable stretch organic cotton/spandex.<br />&bull; Standard Fit.</p>\"",,
MS11-M-Blue,Atomic Endurance Running Tee (V-neck)-M-Blue,<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
"<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>\"",,
MJ04-L-Blue,Kenobi Trail Jacket-L-Blue,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p>"
"<p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>\"",,
MJ08-M-Gray,Lando Gym Jacket-M-Gray,"<p>The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you're plugged in when working out.</p>"
"<p>&bull; Gray polyester/spandex full zip jacket with orange lining. <br />&bull; Right pocket device storage.<br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>\"",,
MT07,Argus All-Weather Tank,"<p>The Argus All-Weather Tank is sure to become your favorite base layer or go-to cover for hot outdoor workouts. With its subtle reflective safely trim, you can even wear it jogging on urban evenings.</p>"
"<p>&bull; Dark gray polyester spandex tank.<br />&bull; Reflective details for nighttime visibility. <br />&bull; Stash pocket.<br />&bull; Anti-chafe flatlock seams.</p>\"",,
MP03-36-Red,Geo Insulated Jogging Pant-36-Red,"<p>In the cold, even the toughest guys shiver, unless they're in the Geo Insulated Jogging Pant. Lightweight and wind resistant, they block brutal wind gusts and warm you to the bone. Breathable mesh keeps them dry on the inside.</p>"
"<p>&bull; Black polyester spandex pants with zipper pockets.<br />&bull; Reflective safety accents. <br />&bull; Loose fit.<br />&bull; On-seam pockets. <br />&bull; 8\\" leg zips. 32\\\" inseam. <br />&bull; Machine wash/dry.</p>\"",,
WJ03-S-Blue,Augusta Pullover Jacket-S-Blue,"<p>It's hard to be uncomfortable in the Augusta Pullover Jacket with &frac14; zip. With an incredibly soft fleece lining and textured outer fabric, it offers reliable protection from the elements and a cozy fit as well.</p>"
"<p>&bull; Pink half-zip pullover. <br />&bull; Front pouch pockets. <br />&bull; Fold-down collar.</p>\"",,
WJ08-L-Gray,Adrienne Trek Jacket-L-Gray,"<p>You're ready for a cross-country jog or a coffee on the patio in the Adrienne Trek Jacket. Its style is unique with stand collar and drawstrings, and it fits like a jacket should.</p>"
<p>&bull; gray 1/4 zip pullover.<br />&bull; Comfortable,"kangaroo pockets.<br />&bull; 27\\" body length.<br />&bull; 95% Organic Cotton / 5% Spandex.</p>\"",
MS02-S-Gray,Ryker LumaTech&trade; Tee (V-neck)-S-Gray,"<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p>"
"<p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>\"",,
MH06-S-Black,Stark Fundamental Hoodie-S-Black,"<p>You don't need bells and whistles when performance speaks for itself. The full-zip Stark Fundamental Hoodie give just what you need. Hood and fleece lining keep you warm, while breathable fabric and wicking technology won't let you overheat.</p>"
<p>&bull; Navy specked full zip hoodie.<br />&bull; Ribbed cuffs,hoodies-and-sweatshirts-men,
WSH03,Gwen Drawstring Bike Short,"<p>For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.</p>"
"<p>&bull; Dark heather gray rouched bike shorts.<br />&bull; Fitted. Inseam: 2\\". <br />&bull; Machine wash/dry.</p>\"",,
WS09-XS-Red,Tiffany Fitness Tee-XS-Red,"<p>You'll work out and look cute doing it in the short-sleeve Tiffany Fitness Tee. The longer length and fitted cut offer a smoother silhouette, while scoop neck pattern and drape effects lend a trendy touch.</p>"
"<p>&bull; Teal soft scoop neck tee.<br />&bull; Contrast stitching pattern. <br />&bull; Machine wash/dry.</p>\"",,
MH02-XL-Purple,Teton Pullover Hoodie-XL-Purple,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>"
<p>&bull; Black pullover hoodie.<br />&bull; Soft,hoodies-and-sweatshirts-men,
MT06-M-Black,Vulcan Weightlifting Tank-M-Black,"<p>The Olympic styled Vulcan Weightlifting Tank features polyester stretch and flex. Hit the rack in sleeveless style and unleash your personal best. This tank is designed to max performance, comfort and range of motion.</p>"
"<p>&bull; Black polyester spandex tank.<br />&bull; 100% polyester.<br />&bull; Freedom of movement.<br />&bull; No-chafe seams.</p>\"",,
MS06-XS-Blue,Zoltan Gym Tee-XS-Blue,"<p>This short-sleeve wonder works twice as hard to give you good gym days and good looks. The Zoltan Gym Tee helps you stay comfortable, while the looser sleeves and flatlock seams keep you moving in chafe-free comfort.</p>"
"<p>&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>\"",,
MH02-L-Black,Teton Pullover Hoodie-L-Black,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>"
<p>&bull; Black pullover hoodie.<br />&bull; Soft,hoodies-and-sweatshirts-men,
WP10-28-White,Daria Bikram Pant-28-White,<p>The Daria Bikram Pant is designed to stretch and move with your body to make extreme yoga extremely comfortable.</p>
"<p>&bull; Heather gray capris with pink striped waist.<br />&bull; Flatlock seams.<br />&bull; Interior pocket.</p>\"",,
WP03-28-Black,Ida Workout Parachute Pant-28-Black,"<p>The Ida Workout Parachute Pant is made of lightweight, super-soft fabric that keeps you comfortable during any level of activity, whether Downward Dog or a few trail miles.</p>"
"<p>&bull; Royal blue parachute pants.<br />&bull; Contrast stripe.<br />&bull; Relaxed fit. <br />&bull; Drawstring closure.<br />&bull; Machine wash/dry.</p>\"",,
MS10-XS-Black,Logan  HeatTec&reg; Tee-XS-Black,"<p>Soft and lightweight, the Logan HeatTec&reg; Tee gets you through the long haul in total comfort. It boasts superior sweat-wicking performance to keep skin dry and cool, and strategic flat-lock seams to resist chafing.</p>"
"<p>&bull; Semi-fitted. <br />&bull; Crew neckline. <br />&bull; Machine wash/tumble dry.</p>\"",,
WP09-29-Blue,Carina Basic Capri-29-Blue,"<p>Perfect as workout pants or \"accessory,\" the Carina Basic Capri is comfy as it is practical -- try it under skirts or shorts.</p>"
<p>&bull; Black capris with rouching detail.<br />&bull; 93% cotton,"medium-weight jersey with added stretch.</p>\"",
WH08-XL-White,Cassia Funnel Sweatshirt-XL-White,<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
"<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>\"",,
WJ12-XL-Black,Olivia 1/4 Zip Light Jacket-XL-Black,"<p>Running errands or headed to the gym, you just want to be comfortable. The Olivia Light Jacket promises that, plus a laid-back look. This zip-up is designed with shoulder stripes for an athletic touch, and banded waist and contoured seams for a flattering silhouette.</p>"
"<p>&bull; Loose fit.</br>&bull; Reflectivity.</br>&bull; Flat seams.</br>&bull; Machine wash/dry.</p>\"",,
WS08-S-Black,Minerva LumaTech&trade; V-Tee-S-Black,<p>Don't be fooled by the simple design of our Minerva LumaTech&trade; V-Neck Tee. This classic training top features the same serious sweat-wicking technology as some of the more expensive tees in our lineup.</p>
"<p>&bull; Navy blue heather soft v-neck tee.<br />&bull; Flatlock seams for chafe-free comfort.<br />&bull; Relaxed cut.<br />&bull; Ultra-lightweight fabric.<br />&bull; Machine wash/dry.</p>\"",,
MH12-XS-Red,Ajax Full-Zip Sweatshirt -XS-Red,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p>"
"<p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>\"",,
MP05-36-Blue,Kratos Gym Pant-36-Blue,"<p>Like it's namesake god of strength, the Kratos Gym Pant help you bring your best to bear on weight-based, plyometric and endurance exercise. They stretch and support in all the right places while ultra-light construction and moisture-wicking technology provide comfort.</p>"
